iter	Poisson
380	-3.226205873
381	-3.227627429
382	-3.228856876
383	-3.229185052
384	-3.229724866
385	-3.231133702
386	-3.232422372
387	-3.234188001
388	-3.234659915
389	-3.235987161
390	-3.237312135
391	-3.238367506
392	-3.240208415
393	-3.240903476
394	-3.242192937
395	-3.242846972
396	-3.243933921
397	-3.245040293
398	-3.246157217
399	-3.247694001
400	-3.248934863
401	-3.251164687
402	-3.251994847
403	-3.255143524
404	-3.256413364
405	-3.257238533
406	-3.258222306
407	-3.259489966
408	-3.260248288
409	-3.262111379
410	-3.262984023
411	-3.263696714
412	-3.26455948
413	-3.265150268
414	-3.266202904
415	-3.267358058
416	-3.267968297
417	-3.268959261
418	-3.270201041
419	-3.27044052
420	-3.271792632
421	-3.274023093
422	-3.277358626
423	-3.278527385
424	-3.279978712
425	-3.281643696
426	-3.282735464
427	-3.284340466
428	-3.284729016
429	-3.285852506
430	-3.286391238
431	-3.287170653
432	-3.288204655
433	-3.290220342
434	-3.291065914
435	-3.292038062
436	-3.292837099
437	-3.294089203
438	-3.295223127
439	-3.295864842
440	-3.296971514
441	-3.298031885
442	-3.298498478
443	-3.299380381
444	-3.299650263
445	-3.300961988
446	-3.301460908
447	-3.302869456
448	-3.304175906
449	-3.305128216
450	-3.306131377
451	-3.306430454
452	-3.307302029
453	-3.308449524
454	-3.310798425
455	-3.311842799
456	-3.312270109
457	-3.313397496
458	-3.31392695
459	-3.31503288
460	-3.316416449
461	-3.317454191
462	-3.318299682
463	-3.31933804
464	-3.320882751
465	-3.322395337
466	-3.323061341
467	-3.324209699
468	-3.325494423
469	-3.325784277
470	-3.325853895
471	-3.326471558
472	-3.327326357
473	-3.32741196
474	-3.328410263
475	-3.329347392
476	-3.330793172
477	-3.331653241
478	-3.332704777
479	-3.333648739
480	-3.334981832
481	-3.336289412
482	-3.337115231
483	-3.339253386
484	-3.34063648
485	-3.341746152
486	-3.342570561
487	-3.343647286
488	-3.34556354
489	-3.346465071
490	-3.347216504
491	-3.348074712
492	-3.348421389
493	-3.349751909
494	-3.35047906
495	-3.351334758
496	-3.352591022
497	-3.35331828
498	-3.35373102
499	-3.354627415
500	-3.355476888
501	-3.356694648
502	-3.35675622
503	-3.357791411
504	-3.358921459
505	-3.359775919
506	-3.360372424
507	-3.36137598
508	-3.362468635
509	-3.363980603
510	-3.364495668
511	-3.366675884
512	-3.367470884
513	-3.368079859
514	-3.368801874
515	-3.370631642
516	-3.371223775
517	-3.371749947
518	-3.372907232
519	-3.373551848
520	-3.375438775
521	-3.376368175
522	-3.377273407
523	-3.378099062
524	-3.379654895
525	-3.380453945
526	-3.381004486
527	-3.38199669
528	-3.38271638
529	-3.384062745
530	-3.385265831
531	-3.385903842
532	-3.386341394
533	-3.386928269
534	-3.388514729
535	-3.388661751
536	-3.389286608
537	-3.390359612
538	-3.39095959
539	-3.391902605
540	-3.393266002
541	-3.394716466
542	-3.39571511
543	-3.397081476
544	-3.39837821
545	-3.399240115
546	-3.399745172
547	-3.400867741
548	-3.401828386
549	-3.402772599
550	-3.403679361
551	-3.404472539
552	-3.406231407
553	-3.406803898
554	-3.407983709
555	-3.408778785
556	-3.409232209
557	-3.410430115
558	-3.411319817
559	-3.41174724
560	-3.412577009
561	-3.41315721
562	-3.414151823
563	-3.415015237
564	-3.415856469
565	-3.416677096
566	-3.417366639
567	-3.417979207
568	-3.419572712
569	-3.420609669
570	-3.421102832
571	-3.421702491
572	-3.422152555
573	-3.423498054
574	-3.423719354
575	-3.424482172
576	-3.425358934
577	-3.425761869
578	-3.427033178
579	-3.428413801
580	-3.428792021
581	-3.429318627
582	-3.430278957
583	-3.431644295
584	-3.432369874
585	-3.434014113
586	-3.435171512
587	-3.435792039
588	-3.436825543
589	-3.438192901
590	-3.4395114
591	-3.440320989
592	-3.441780109
593	-3.44259763
594	-3.443326651
595	-3.443482462
596	-3.443888647
597	-3.445458749
598	-3.4465933
599	-3.44738261
600	-3.448475277
601	-3.449404294
602	-3.449947129
603	-3.450431472
604	-3.450879611
605	-3.452071472
606	-3.453864902
607	-3.454427997
608	-3.456112091
609	-3.456996458
610	-3.458341432
611	-3.45854552
612	-3.459261825
613	-3.459646238
614	-3.460479402
615	-3.462536824
616	-3.463048569
617	-3.463657996
618	-3.463958157
619	-3.464748395
620	-3.465402159
621	-3.466414753
622	-3.467098648
623	-3.467769353
624	-3.468473537
625	-3.469082025
626	-3.469420856
627	-3.470988807
628	-3.47205387
629	-3.472658574
630	-3.474047574
631	-3.474796184
632	-3.475401586
633	-3.476986105
634	-3.478088539
635	-3.479075929
636	-3.479283282
637	-3.480070302
638	-3.480668759
639	-3.481524176
640	-3.48218765
641	-3.482854448
642	-3.484025979
643	-3.484715909
644	-3.486197992
645	-3.487182705
646	-3.487710158
647	-3.488072177
648	-3.489764763
649	-3.490178595
650	-3.491180766
651	-3.49180509
652	-3.49279159
653	-3.493158772
654	-3.493764293
655	-3.494631718
656	-3.49536699
657	-3.495981952
658	-3.496569319
659	-3.497714645
660	-3.499258823
661	-3.499714269
662	-3.500025908
663	-3.500947124
664	-3.502620458
665	-3.502992813
666	-3.503247624
667	-3.504087866
668	-3.505521135
669	-3.50675351
670	-3.507401939
671	-3.507545411
672	-3.507947268
673	-3.50914692
674	-3.510090784
675	-3.510879743
676	-3.511193026
677	-3.511810624
678	-3.512543155
679	-3.513820298
680	-3.514219073
681	-3.514772391
682	-3.514995902
683	-3.516037199
684	-3.517262329
685	-3.519058676
686	-3.519758791
687	-3.520551412
688	-3.520864779
689	-3.521847516
690	-3.522394682
691	-3.523574676
692	-3.524978128
693	-3.52537435
694	-3.525717775
695	-3.526080349
696	-3.526389708
697	-3.527523074
698	-3.527949137
699	-3.528195405
700	-3.529112078
701	-3.529879713
702	-3.530691135
703	-3.531616508
704	-3.532200455
705	-3.533253473
706	-3.533895102
707	-3.534436797
708	-3.534831218
709	-3.535425232
710	-3.536190289
711	-3.53709543
712	-3.537406887
713	-3.537861246
714	-3.539125103
715	-3.540206482
716	-3.540559451
717	-3.541735003
718	-3.542273643
719	-3.543282311
720	-3.543354769
721	-3.544280698
722	-3.54538063
723	-3.546103859
724	-3.546650919
725	-3.547440822
726	-3.548329762
727	-3.549514164
728	-3.550339072
729	-3.5506766
730	-3.550710177
731	-3.55144475
732	-3.552121353
733	-3.552546119
734	-3.552775983
735	-3.553750058
736	-3.554357411
737	-3.555115968
738	-3.55568415
739	-3.556812552
740	-3.55763666
741	-3.558329775
742	-3.559207582
743	-3.559687148
744	-3.560627629
745	-3.561436417
746	-3.56175549
747	-3.562272956
748	-3.563100134
749	-3.564256183
750	-3.564521106
751	-3.565745461
752	-3.566114435
753	-3.566744143
754	-3.567355047
755	-3.567651272
756	-3.567984521
757	-3.568463455
758	-3.569143491
759	-3.570596802
760	-3.57128743
761	-3.572360548
762	-3.572634209
763	-3.573246544
764	-3.573729459
765	-3.574448577
766	-3.575641869
767	-3.576480684
768	-3.576989098
769	-3.577615837
770	-3.578301777
771	-3.578898063
772	-3.580030008
773	-3.580526372
774	-3.580640845
775	-3.580805039
776	-3.58151519
777	-3.58189162
778	-3.582412974
779	-3.583191436
780	-3.583746874
781	-3.584466956
782	-3.585265883
783	-3.586278297
784	-3.587621736
785	-3.588319713
786	-3.588938188
787	-3.58927604
788	-3.59001851
789	-3.590840733
790	-3.591458753
791	-3.591571283
792	-3.592547945
793	-3.59282146
794	-3.593706967
795	-3.594338686
796	-3.595029084
797	-3.595532545
798	-3.596460112
799	-3.596900156
800	-3.597370243
801	-3.598084121
802	-3.598617301
803	-3.598892014
804	-3.599564449
805	-3.600185192
806	-3.600752881
807	-3.601577623
808	-3.601863316
809	-3.602574296
810	-3.603411512
811	-3.604016961
812	-3.604667849
813	-3.6053785
814	-3.606123947
815	-3.606578288
816	-3.607199514
817	-3.60816102
818	-3.608511041
819	-3.609154409
820	-3.609924418
821	-3.610464086
822	-3.610994035
823	-3.612025529
824	-3.612270551
825	-3.612978547
826	-3.613934103
827	-3.614315514
828	-3.615015843
829	-3.615751902
830	-3.616350475
831	-3.616876379
832	-3.617559787
833	-3.618147487
834	-3.618641977
835	-3.619280577
836	-3.620014632
837	-3.621267002
838	-3.621835363
839	-3.622336193
840	-3.623205411
841	-3.62425035
842	-3.62480642
843	-3.625335118
844	-3.626132674
845	-3.626754765
846	-3.626962713
847	-3.627792263
848	-3.62867032
849	-3.628909777
850	-3.629573228
851	-3.629697606
852	-3.630305285
853	-3.630876685
854	-3.631132479
855	-3.632088799
856	-3.633389343
857	-3.634111455
858	-3.634792132
859	-3.635452816
860	-3.636167027
861	-3.637446436
862	-3.637656332
863	-3.637823016
864	-3.638191992
865	-3.638964983
866	-3.639528952
867	-3.640005853
868	-3.640423533
869	-3.641000782
870	-3.641683334
871	-3.642147889
872	-3.64233045
873	-3.642590515
874	-3.643245247
875	-3.643645188
876	-3.644273992
877	-3.64491714
878	-3.64577574
879	-3.646252988
880	-3.64723918
881	-3.648194943
882	-3.648679631
883	-3.648776906
884	-3.649454827
885	-3.649778294
886	-3.65074175
887	-3.651282368
888	-3.651570692
889	-3.652079881
890	-3.652589252
891	-3.653053305
892	-3.653309677
893	-3.654472823
894	-3.654895554
895	-3.655835421
896	-3.656334402
897	-3.656809101
898	-3.657183609
899	-3.657784278
900	-3.658092487
901	-3.658671125
902	-3.65936774
903	-3.659834638
904	-3.66022885
905	-3.660917731
906	-3.661130108
907	-3.661983934
908	-3.662677564
909	-3.662932828
910	-3.663670029
911	-3.663925733
912	-3.664407948
913	-3.665102073
914	-3.665315891
915	-3.665777125
916	-3.66625939
917	-3.666396919
918	-3.666728361
919	-3.666932276
920	-3.668142244
921	-3.669200734
922	-3.670104888
923	-3.670439042
924	-3.670561828
925	-3.671758119
926	-3.672593511
927	-3.673307055
928	-3.674464932
929	-3.675167198
930	-3.676129801
931	-3.676731813
932	-3.677873141
933	-3.678725986
934	-3.678966087
935	-3.679641804
936	-3.680239118
937	-3.680682859
938	-3.68139457
939	-3.681755598
940	-3.68215875
941	-3.682851598
942	-3.683345497
943	-3.683498103
944	-3.683894329
945	-3.684475214
946	-3.68533805
947	-3.685625307
948	-3.686193968
949	-3.686627621
950	-3.687067326
951	-3.687219382
952	-3.687816875
953	-3.688769715
954	-3.68946028
955	-3.689655547
956	-3.689945688
957	-3.691207186
958	-3.692168295
959	-3.692742067
960	-3.693636892
961	-3.694168213
962	-3.69451768
963	-3.695081283
964	-3.695387906
965	-3.695880061
966	-3.696418589
967	-3.697036393
968	-3.698155945
969	-3.698835597
970	-3.699588292
971	-3.699993013
972	-3.700371493
973	-3.701031955
974	-3.701231005
975	-3.70160815
976	-3.702079903
977	-3.702720734
978	-3.703363725
979	-3.703865781
980	-3.704442268
981	-3.704691744
982	-3.705743672
983	-3.706440129
984	-3.706987559
985	-3.707253522
986	-3.707796534
987	-3.708320941
988	-3.709292795
989	-3.709817982
990	-3.709862936
991	-3.710207593
992	-3.710501226
993	-3.711110885
994	-3.711619702
995	-3.711986269
996	-3.712526926
997	-3.713191167
998	-3.713298248
999	-3.713898165
